,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,s4745,TV Show,SWORDGAI The Animation,,Yuto Uemura,,,,,,,, Takaya Kuroda,,,,,, wields its demonic power against his enemies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,s4746,Movie,Da Kath & Kim Code,Ted Emery,Jane Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,s4747,Movie,Kath & Kimderella,Ted Emery,Jane Turner,,,,,,,, where a royal romance and knockoff fashions await.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,s4748,TV Show,Kath and Kim,,Jane Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,s4749,Movie,The Mansion,Tony Datis,Nathalie Odzierejko,,,,,,,, International Movies,A group of students celebrates New Year's at a remote Belgian estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,s4750,Movie,Coco y Raulito: Carrusel de ternura,Raúl Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,s4751,TV Show,El Chapo,,Marco de la O,,,,,,,, Cristina Michaus,,,,,, Spanish-Language TV Shows," TV Action & Adventure|""This drama series chronicles the true story of the rise"," capture and escape of notorious Mexican drug lord Joaquín """"El Chapo"""" Guzmán.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,s4752,Movie,Extinction,Ben Young,Michael Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,s4753,TV Show,Smoking,,Ryo Ishibashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,s4754,Movie,The Bleeding Edge,Kirby Dick,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,s4755,TV Show,Welcome to the Family,,Melani Olivares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,s4756,Movie,Parmanu: The Story of Pokhran,Abhishek Sharma,John Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,s4757,Movie,Iliza Shlesinger: Elder Millennial,Steve Paley,Iliza Shlesinger,United States,24-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,s4758,Movie,The Warning,Daniel Calparsoro,Raúl Arévalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,s4759,TV Show,Amazing Interiors,,,United Kingdom,20-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,s4760,TV Show,Dark Tourist,,,New Zealand,20-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,s4761,Movie,Duck Duck Goose,Chris Jenkins,Jim Gaffigan,,,,,,,, United Kingdom,20-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,s4762,Movie,Father of the Year,,David Spade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,s4763,TV Show,Home: Adventures with Tip & Oh,,Rachel Crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,s4764,TV Show,Jimmy: The True Story of a True Idiot,,Akiyoshi Nakao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,s4765,TV Show,Luna Petunia: Return to Amazia,,Ciara Alexys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,s4766,Movie,Nothing to Lose,Alexandre Avancini,Petrônio Gontijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,s4767,Movie,El club de los buenos infieles,,Raúl Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,s4768,TV Show,Camarón Revolution,,Camarón de la Isla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,s4769,Movie,Camarón: The Film,Alexis Morante,Juan Diego,Spain,18-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,s4770,Movie,GODZILLA City on the Edge of Battle,Kobun Shizuno,,,,,,,,, Kazuhiro Yamaji,Japan,18-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,s4771,Movie,Going for Gold,Clay Glen,Kelli Berglund,,,,,,,, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,s4772,TV Show,The Joel McHale Show with Joel McHale,,Joel McHale,United States,15-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,s4773,TV Show,Meteor Garden,,Shen Yue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,s4774,Movie,How It Ends,David M. Rosenthal,Theo James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,s4775,Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,Jim Jefferies,United States,13-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,s4776,Movie,Romina,Diego Cohen,Francisca Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,s4777,TV Show,Mossad 101,,Yehuda Levi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,s4778,TV Show,Baby Ballroom,,Warren Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,s4779,TV Show,Drug Lords,,,United States,10-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,s4780,TV Show,Mr. Sunshine,Lee Eung-bok,Lee Byung-hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,s4781,TV Show,First Team: Juventus,,,United States,6-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,s4782,Movie,Luciano Mellera: Infantiloide,Raúl Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,s4783,Movie,The Legacy of a Whitetail Deer Hunter,Jody Hill,Josh Brolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,s4784,Movie,The Skin of the Wolf,Samu Fuentes,Mario Casas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,s4785,Movie,White Fang,Alexandre Espigares,Nick Offerman,,,,,,,, United States,6-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,s4786,Movie,Sommore: Chandelier Status,Kevin Layne,Sommore,United States,4-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,s4787,Movie,Felipe Esparza: They're Not Going to Laugh at You,Scott L. Montoya,Felipe Esparza,United States,3-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,s4788,Movie,Joan Rivers: Don't Start with Me,Scott L. Montoya,Joan Rivers,United States,3-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,s4789,Movie,Katt Williams: Kattpacalypse,Marcus Raboy,Katt Williams,United States,3-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,s4790,Movie,King of Peking,Sam Voutas,Zhao Jun,,,,,,,, skeptical son.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,s4791,Movie,Anthony Kaun Hai?,Raj Kaushal,Sanjay Dutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,s4792,Movie,Bo Burnham: what.,Bo Burnham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,s4793,Movie,Chalte Chalte,Aziz Mirza,Shah Rukh Khan,,,,,,,, they dare to fall in love.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,s4794,Movie,Deewana Main Deewana,K.C. Bokadia,Govinda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,s4795,Movie,Duck Butter,Miguel Arteta,Alia Shawkat,,,,,,,, two young women embark on a 24-hour experiment on intimacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,s4796,Movie,I Am Kalam,Nila Madhab Panda,Gulshan Grover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,s4797,Movie,My Birthday Song,Samir Soni,Sanjay Suri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,s4798,Movie,Namastey London,Vipul Amrutlal Shah,Akshay Kumar,,,,,,,, her father arranges Jazz's nuptials to Arjun Ballu Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,s4799,TV Show,NCIS,,Mark Harmon,,,,,,,, Pancho Demmings,United States,1-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,s4800,Movie,Soul Robbers,Juan Antonio de la Riva,Sofía Sisniega,,,,,,,, Pablo Valentín,Mexico,1-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,s4801,Movie,Tum Milo Toh Sahi,Kabir Sadanand,Nana Patekar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,s4802,Movie,What We Started,Bert Marcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,s4803,Movie,Zoo,Shlok Sharma,Shashank Arora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,s4804,Movie,Bill Burr: You People Are All the Same,Jay Karas,Bill Burr,United States,30-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,s4805,TV Show,Somewhere Between,,Paula Patton,,,,,,,, TV Mysteries,A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,s4806,Movie,The Maus,Yayo Herrero,Alma Terzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,s4807,Movie,Calibre,Matt Palmer,Jack Lowden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,s4808,TV Show,Churchill’s Secret Agents: The New Recruits,,,United Kingdom,29-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,s4809,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,Raúl Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,s4810,TV Show,Kiss Me First,,Tallulah Haddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,s4811,Movie,Penalty Kick,Rodrigo Triana,Adrián Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,s4812,Movie,Recovery Boys,Elaine McMillion Sheldon,,United States,29-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,s4813,Movie,TAU,Federico D'Alessandro,Maika Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,s4814,TV Show,Hotel Transylvania,,Bryn McAuley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,s4815,Movie,W. Kamau Bell: Private School Negro,Shannon Hartman,W. Kamau Bell,United States,26-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,s4816,TV Show,Borges,,Thati Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,s4817,Movie,Expelled from Paradise,Seiji Mizushima,Rie Kugimiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,s4818,Movie,To Each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,s4819,TV Show,Life Sentence,,Lucy Hale,United States,23-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,s4820,Movie,Brain on Fire,Gerard Barrett,Chloë Grace Moretz,,,,,,,, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,s4821,Movie,Derren Brown: Miracle,,Derren Brown,United Kingdom,22-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,s4822,TV Show,Marvel's Luke Cage,,Mike Colter,,,,,,,, TV Dramas,A hoodie-wearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,s4823,Movie,Us and Them,Rene Liu,Jing Boran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,s4824,Movie,Hannah Gadsby: Nanette,Madeleine Parry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,s4825,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,,Jesús Zavala,,,,,,,, Spanish-Language TV Shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,s4826,Movie,Lust Stories,Zoya Akhtar,,,,,,,,, Kiara Advani,India,15-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,s4827,Movie,Maktub,Oded Raz,Guy Amir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,s4828,Movie,Pacificum: Return to the Ocean,Mariana Tschudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,s4829,Movie,Set It Up,Claire Scanlon,Zoey Deutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,s4830,Movie,Sunday's Illness,Ramón Salazar,Bárbara Lennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,s4831,Movie,The last hour,Eduardo Mendoza de Echave,Pietro Sibille,,,,,,,, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,s4832,TV Show,True: Magical Friends,,Michela Luci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4832,s4833,TV Show,True: Wonderful Wishes,,Michela Luci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,s4834,Movie,Alex Strangelove,Craig Johnson,Daniel Doheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,s4835,Movie,Ali's Wedding,Jeffrey Walker,Osamah Sami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,s4836,Movie,Franco Escamilla: Por la anécdota,Ulises Valencia,Franco Escamilla,Mexico,8-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,s4837,TV Show,The Staircase,,,France,8-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,s4838,TV Show,The Night Shift,,Eoin Macken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,s4839,TV Show,Dinosaur King,,Megumi Matsumoto,,,,,,,, Rex and Zoe race the evil Alpha Gang as they travel the globe in search of living dinosaurs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,s4840,Movie,B.A. Pass 2,Shadab Khan,Kritika Sachdeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,s4841,Movie,Bad Genius,Nattawut Poonpiriya,Chutimon Chuengcharoensukying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,s4842,TV Show,November 13: Attack on Paris,,,France,1-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,s4843,Movie,Outside In,Lynn Shelton,Jay Duplass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,s4844,Movie,Pedal the World,Felix Starck,Felix Starck,Germany,1-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,s4845,TV Show,Unbreakable Kimmy Schmidt,,Ellie Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,s4846,TV Show,Arrested Development,,Jason Bateman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,s4847,TV Show,The Break with Michelle Wolf,,,United States,27-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847,s4848,Movie,Sara's Notebook,Norberto López Amado,Belén Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,s4849,TV Show,Something in the Rain,,Son Ye-jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,s4850,Movie,Fernando Sanjiao: Hombre,Raúl Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,s4851,Movie,Ibiza,Alex Richanbach,Gillian Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,s4852,Movie,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,Steve Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,s4853,TV Show,Trollhunters,,Kelsey Grammer,,,,,,,, David Bradley,,,,,, 2018|2018|TV-Y7|3 Seasons|Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy|After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds. Created by Guillermo del Toro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,s4854,TV Show,Mob Psycho 100,,Tatsuomi Hamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,s4855,Movie,Tig Notaro Happy To Be Here,Tig Notaro,Tig Notaro,United States,22-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,s4856,Movie,Catching Feelings,Kagiso Lediga,Kagiso Lediga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,s4857,TV Show,Dance & Sing with True,,Michela Luci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,s4858,TV Show,Inspector Gadget,,Ivan Sherry,,,,,,,, his global crime syndicate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,s4859,Movie,Katt Williams: American Hustle (The Movie),Brit McAdams,Katt Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,s4860,Movie,Food on the Go,Mercedes Cordova,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,s4861,Movie,Aiyaary,Neeraj Pandey,Sidharth Malhotra,,,,,,,, a veteran officer of the Indian Army tries to stop him at all costs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,s4862,Movie,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Hayao Miyazaki,Yasuo Yamada,,,,,,,, Jigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,s4863,TV Show,Saint Seiya: The Lost Canvas,,Tetsuya Kakihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,s4864,Movie,Ali Wong: Hard Knock Wife,Jay Karas,Ali Wong,United States,13-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,s4865,Movie,Spivak,Anthony Abrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,s4866,TV Show,Bill Nye Saves the World,,Bill Nye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,s4867,Movie,Carlos Ballarta: Furia Ñera,Raúl Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,s4868,TV Show,Evil Genius,Trey Borzillieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,s4869,Movie,The Kissing Booth,Vince Marcello,Joey King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,s4870,TV Show,The Who Was? Show,,Haley Tju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,s4871,Movie,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,Hari Kondabolu,United States,8-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,s4872,Movie,My Fuhrer,Dani Levy,Helge Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,s4873,Movie,Family Blood,Sonny Mallhi,James Ransone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,s4874,Movie,Pup Star: World Tour,Robert Vince,Jed Ress,,,,,,,, Comedies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,s4875,TV Show,A Little Help with Carol Burnett,,Carol Burnett,,,,,,,,2018,2018,TV-G,1 Season,Stand-Up Comedy & Talk Shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,s4876,Movie,Anon,Andrew Niccol,Clive Owen,,,,,,,,2018,2018,TV-MA,100 min,Dramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,s4877,Movie,Dany Boon: Des Hauts De France,Isabelle Nanty,Dany Boon,France,4-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,s4878,Movie,End Game,Rob Epstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,s4879,Movie,Forgive Us Our Debts,Antonio Morabito,Marco Giallini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,s4880,TV Show,Kong: King of the Apes,,Lee Tockar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,s4881,Movie,Lo más sencillo es complicarlo todo,Rene Bueno,Danna Paola,,,,,,,, she and her best friend launch an elaborate plan to prevent his marriage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,s4882,Movie,Manhunt,John Woo,Zhang Hanyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,s4883,Movie,Thi Mai,Patricia Ferreira,Carmen Machi,,,,,,,, International Movies,Along with her two friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,s4884,Movie,Si saben cómo me pongo ¿pá qué me invitan?,Fernando Ayllón,Ricardo Quevedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,s4885,Movie,Jailbreak,Jimmy Henderson,Jean-Paul Ly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,s4886,Movie,Ajji,Devashish Makhija,Sushama Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,s4887,Movie,CIA: Comrade in America,Amal Neerad,Dulquer Salmaan,,,,,,,, but he doesn't have the papers to get there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4887,s4888,Movie,Coffee for All,Fluvio Iannuci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,s4889,Movie,Darc,Julius R. Nasso,Tony Schiena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,s4890,Movie,Despido Procedente,Lucas Figueroa,Imanol Arias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,s4891,Movie,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,John Mulaney,United States,1-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891,s4892,Movie,My Perfect Romance,Justin G. Dyck,Kimberly-Sue Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4892,s4893,Movie,Pocoyo & Cars,,Stephen Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,s4894,Movie,Pocoyo & The Space Circus,Alfonso Rodríguez,Stephen Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,s4895,Movie,Pocoyo Carnival,,Stephen Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,s4896,Movie,Pocoyo Halloween: Space Halloween,,Stephen Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,s4897,Movie,Pocoyo Halloween: Spooky Movies,,Stephen Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,s4898,Movie,Pocoyo Special Sports,Guillermo Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,s4899,TV Show,Simon,,Loti Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
